792,-0.35,-0.35,-0.35,-0.35,0.65,0.65,-0.35,-0.35,-1.35,0,0,0,0.65,0.65,0,0,0.65,0.65,-0.35,-2.35,0.65,0.65,-0.35,0,0,0.65,0.65,0,0,0,0,0,0,0,0,0,0,0
474,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0,0,0,0,0.909090909,0.909090909,0,0.909090909,-3.090909091,-3.090909091,-3.090909091,-3.090909091,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,-3.090909091,0,0,0,0,0,0,0,0,0,0,0
831,1.074074074,-0.925925926,1.074074074,1.074074074,1.074074074,1.074074074,1.074074074,1.074074074,1.074074074,1.074074074,-0.925925926,1.074074074,-0.925925926,0.074074074,0.074074074,-1.925925926,1.074074074,-0.925925926,-1.925925926,-2.925925926,-2.925925926,1.074074074,1.074074074,1.074074074,-0.925925926,1.074074074,-1.925925926,0,0,0,0,0,0,0,0,0,0,0
204,0.125,0.125,0.125,-0.875,0.125,-0.875,-0.875,0.125,0.125,-0.875,0.125,0.125,-0.875,-1.875,0.125,-0.875,0.125,0,0,0.125,0,1.125,1.125,0.125,1.125,1.125,1.125,0,0,0,0,0,0,0,0,0,0,0
62,0.357142857,0,0.357142857,0.357142857,0.357142857,0.357142857,0,0.357142857,0,0,0,-0.642857143,0.357142857,0.357142857,0,0,0,0,0.357142857,-3.642857143,0,0.357142857,0.357142857,0,0,0.357142857,0,0,0,0,0,0,0,0,0,0,0,0
479,-0.5,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0,0,0,-0.5,-0.5,0,-0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,-0.315789474,0,0.684210526,-1.315789474,0.684210526,0.684210526,0,-0.315789474,-0.315789474,0,0,0,0.684210526,-1.315789474,-0.315789474,-0.315789474,-0.315789474,0,0,-1.315789474,0.684210526,-0.315789474,0.684210526,0.684210526,0.684210526,0.684210526,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,0,0,-0.583333333,0.416666667,0,-0.583333333,-0.583333333,0,0,0,0,0.416666667,0,0.416666667,0,0,-0.583333333,-0.583333333,0,0,0,0,1.416666667,0.416666667,-0.583333333,0.416666667,0,0,0,0,0,0,0,0,0,0,0,0
253,1.296296296,0.296296296,0.296296296,1.296296296,-0.703703704,1.296296296,0.296296296,-1.703703704,-0.703703704,1.296296296,-0.703703704,-0.703703704,1.296296296,1.296296296,1.296296296,0.296296296,0.296296296,-0.703703704,-0.703703704,-2.703703704,-0.703703704,0.296296296,1.296296296,-2.703703704,-2.703703704,1.296296296,1.296296296,0,0,0,0,0,0,0,0,0,0,0
263,1.136363636,0.136363636,0.136363636,-0.863636364,1.136363636,1.136363636,1.136363636,0.136363636,-0.863636364,-1.863636364,-1.863636364,1.136363636,-0.863636364,-1.863636364,-1.863636364,-1.863636364,1.136363636,0,0,1.136363636,0,0,1.136363636,0.136363636,0,1.136363636,1.136363636,0,0,0,0,0,0,0,0,0,0,0
616,0,0,-1,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,0.636363636,0,0,-0.363636364,0.636363636,0.636363636,0,-0.363636364,0.636363636,0,0,0,0,0,0,-0.363636364,-0.363636364,0,0,-1.363636364,0,0.636363636,-0.363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,0,0,0,0,0,0.8,0,0,0,0,0,-1.2,0.8,0,0,0,0.8,0,0,-1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,-2.3,0,0,-0.3,0,-0.3,0,0,0,0,0,-0.3,0.7,0.7,0,0,0,0,0,-0.3,0,0.7,0.7,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0
151,-0.153846154,0,0,0,0.846153846,-0.153846154,0,-0.153846154,0.846153846,0,0,-2.153846154,-0.153846154,0,0,0,0,0,0,-2.153846154,0,-0.153846154,0.846153846,0,0.846153846,0.846153846,0.846153846,0,0,0,0,0,0,0,0,0,0,0
52,0,0,-0.909090909,0,0.090909091,0.090909091,0,0.090909091,0,0,0,0,0,0,0,0.090909091,0.090909091,0,0.090909091,0.090909091,0,0.090909091,0.090909091,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.947368421,0,0.947368421,-0.052631579,-0.052631579,-1.052631579,-1.052631579,0,-1.052631579,0,0,-0.052631579,0,0,0,0,0,0,-0.052631579,-1.052631579,0,0.947368421,0.947368421,0,0,0,0,0.947368421,0.947368421,0.947368421,0,0.947368421,0.947368421,-2.052631579,-2.052631579,0,0,0
908,0,-1,0,0,-2,0,0,-1,0,0,1,0,1,1,1,0,0,0,1,-2,0,0,0,0,0,1,1,-2,1,-2,0,0,1,1,0,0,0,0
913,-0.75,0,0,0.25,1.25,1.25,0,0,1.25,0,0,0.25,0,-0.75,0,0,0,0,0,0.25,0,0.25,-0.75,-0.75,0,1.25,1.25,-2.75,0,-1.75,1.25,0.25,-0.75,-1.75,1.25,0,0,0
777,0,0.05,0,0,0,0.05,0.05,1.05,1.05,0,0,0,0,1.05,0,0,-0.95,0.05,1.05,-0.95,0.05,1.05,0,0,0,1.05,0.05,-0.95,-1.95,1.05,-0.95,0.05,-1.95,0,0,0,0,0
292,0.625,0,-0.375,-0.375,0.625,0.625,-0.375,0.625,0,0,0,-1.375,0.625,0.625,0.625,0,-0.375,0,0.625,-3.375,0,-0.375,-0.375,0,0,0.625,0,-0.375,0,0,-0.375,0.625,0,0.625,0.625,-0.375,0.625,0
272,0.727272727,0,-0.272727273,-0.272727273,-1.272727273,-0.272727273,0.727272727,0.727272727,0.727272727,-0.272727273,0,-0.272727273,0.727272727,0,-0.272727273,-1.272727273,-0.272727273,0,0.727272727,-0.272727273,0,-0.272727273,0.727272727,0.727272727,-1.272727273,-0.272727273,0.727272727,0,0,0,0,0,0,0,0,0,0,0
254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,-1.454545455,0,0.545454545,0.545454545,0,0,0,-1.454545455,0.545454545,-0.454545455,0,0,0,0,-0.454545455,0,0.545454545,0,0,0.545454545,0,0,0,0.545454545,0,0,0.545454545,0,0,0,0,0,0,0,0,0,0,0
236,0,0,-2.285714286,0,0.714285714,0.714285714,0.714285714,0.714285714,-0.285714286,0,0,0.714285714,0,0,0,-0.285714286,-0.285714286,-0.285714286,0,0.714285714,0,0,-0.285714286,0,0,0.714285714,-1.285714286,0,0,0,0,0,0,0,0,0,0,0
445,-2.814516129,-0.814516129,1.185483871,-0.814516129,-0.814516129,1.185483871,-1.814516129,-0.814516129,1.185483871,-1.814516129,0.185483871,-0.814516129,1.185483871,1.185483871,0.185483871,-1.814516129,1.185483871,1.185483871,0.185483871,1.185483871,0.185483871,1.185483871,-0.814516129,-0.814516129,0.185483871,1.185483871,1.185483871,0,0,0.685483871,0,0.185483871,0,0,0,0,-0.814516129,-0.064516129
437,0.875,0,0,0,-0.125,0,-0.125,0,0,0,0,-1.125,0,0,0,-0.125,0,0,0,-0.125,0,0,-0.125,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0
705,0.952380952,0.952380952,0.952380952,0.952380952,0.952380952,-2.047619048,0,-3.047619048,0.952380952,0.952380952,-2.047619048,0.952380952,0.952380952,-0.047619048,0.952380952,0,0,0,0,-3.047619048,0.952380952,0,-1.047619048,-1.047619048,0.952380952,0.952380952,-0.047619048,0,0,0,0,0,0,0,0,0,0,0
952,1,0,0,0,0,0,0,0,1,0,0,1,-2,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,0,0,-2.133333333,0,0.866666667,0.866666667,0,0,0.866666667,0,0,0,0,0,0,0,-1.133333333,0.866666667,-0.133333333,-0.133333333,-0.133333333,-0.133333333,-0.133333333,-1.133333333,-0.133333333,0.866666667,0.866666667,0,0,0,0,0,0,0,0,0,0,0
904,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
953,0,0,-0.5,-0.5,-0.5,-1.5,-0.5,0.5,0,0.5,0,0,0.5,0.5,0.5,0,0,0,-0.5,0,0,-0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0
805,0.1484375,1.1484375,1.1484375,0.1484375,1.1484375,0.1484375,0,1.1484375,1.1484375,0,0.1484375,0.1484375,0.1484375,0,0,0.1484375,0,0.1484375,0.1484375,-1.8515625,0.1484375,0.1484375,-0.8515625,-1.8515625,0.1484375,-0.8515625,1.1484375,0.8984375,-0.8515625,0.1484375,-0.1015625,-0.8515625,-0.3515625,0.1484375,1.1484375,-2.3515625,0,-1.1015625
971,0,0,0,-0.375,0.625,0.625,0,0,0.625,0,0,0,0,0,0,0,0.625,0,0,-1.375,0,0,0,-1.375,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0
799,-0.428571429,0,0,0,0.571428571,-0.428571429,0,0,0,0,0,-0.428571429,0,0,0,0,-0.428571429,0,0,0,0,0,0.571428571,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0
697,0,0,0,0,0,-0.888888889,0,1.111111111,0,1.111111111,0.111111111,0,0,0,-0.888888889,0,0.111111111,0.111111111,0,0,-1.888888889,0,0,0,0,1.111111111,0,0,0,0,0,0,0,0,0,0,0,0
554,0.2,0,0,0,0.2,0,0,0,0.2,0,0,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0.2,-0.8,-0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0
13,0.6375,0.6375,0.6375,0,0.6375,0.6375,0,0.6375,0,0,0,0,0,0,0,0,0,0,0,0.6375,0,0,0.6375,0.6375,0,0,0,-0.3625,-1.8625,-1.3625,0.6375,-0.6125,-2.3625,0.6375,0.6375,0.1375,-0.3625,-0.8625
339,0,0,0,0.333333333,1.333333333,0.333333333,1.333333333,1.333333333,1.333333333,0.333333333,0,-0.666666667,0,0,0,0,-1.666666667,0,0,-2.666666667,0,-0.666666667,-0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,0.763888889,0,-0.236111111,0,0,-1.236111111,0,0.763888889,0,0,0,0,0,0.763888889,0,0,0,0,0,-0.236111111,0,0,0.763888889,0.763888889,0,0.763888889,0,0.763888889,-0.486111111,-1.736111111,0.763888889,-1.236111111,0,0.013888889,0.513888889,-0.736111111,-0.736111111,0
359,0,0,0,0,0.8,0.8,0,0,0,0,0,-0.2,0,-2.2,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,-2.727272727,0,1.272727273,-0.727272727,0,0,0,1.272727273,0,0,0,0.272727273,0.272727273,1.272727273,0,0,0,0,0,0,0,0,1.272727273,0,-2.727272727,1.272727273,-0.727272727,0,0,0,0,0,0,0,0,0,0,0
179,-0.818181818,0,1.181818182,0.181818182,0,0.181818182,0,0.181818182,0,0,0,0,0,1.181818182,0,0,0,0,0.181818182,-2.818181818,0,0,0.181818182,0,0,1.181818182,-0.818181818,0,0,0,0,0,0,0,0,0,0,0
705,1.296296296,-3.703703704,0.296296296,-3.703703704,-3.703703704,-0.703703704,-3.703703704,1.296296296,-3.703703704,-3.703703704,-3.703703704,-3.703703704,-3.703703704,1.296296296,-3.703703704,-3.703703704,-3.703703704,-3.703703704,-3.703703704,0.296296296,-3.703703704,-3.703703704,1.296296296,1.296296296,-3.703703704,1.296296296,-3.703703704,0,0,0,0,0,0,0,0,0,0,0
913,0.323529412,0,0,1.323529412,1.323529412,1.323529412,0,0,0.323529412,0,0,-0.676470588,0,0,0,0,0,0,0,-1.676470588,0,0.323529412,0,-0.676470588,0,0,-0.676470588,0.823529412,1.323529412,0,0.323529412,-0.676470588,0,-0.676470588,0.323529412,-2.676470588,0,0
